StnID,Lat,Lon,Elev,State/Province,Name,UTC_Offset,POR_Date_Range_P,PCT_POR_Good_P,Num_Years_P,POR_Date_Range_T,Num_Years_T,PCT_POR_Good_T,overlap_years,PCT_Good_Overlap_1h,PCT_Good_Overlap_24h,Clim_Reg,KG
USC00201486,46.3414,-86.9242,265.2,MI,CHATHAM EXPERIMENT FARM 2,-5,19880802-20240415,82.1,36,19870801-20240503,38.0,98.8,37,99.0,99.1,UM,26
USC00267750,38.0405,-114.18,1813.6,NV,SPRING VALLEY STATE PARK,-8,19770104-20121213,87.4,35,19740801-20240430,51.0,80.5,36,83.6,85.3,W,7
USC00334681,39.9,-83.5167,342.0,OH,LONDON 4 W,-5,19890508-20240401,60.2,35,19180401-20240504,107.0,89.0,36,91.4,94.3,OV,25
USC00111302,38.0826,-88.1734,117.7,IL,CARMI 4 NE,-6,19880301-20231111,94.8,35,19870201-20240427,38.0,92.6,36,92.8,93.4,OV,25
USC00056136,38.5301,-103.7059,1453.0,CO,ORDWAY 21 N,-7,19800601-20150701,89.2,35,19800601-20150714,36.0,97.2,36,97.3,96.5,SW,7
USC00058436,37.1502,-104.5568,1923.3,CO,TRINIDAD LAKE,-7,19890401-20240409,93.6,35,19890201-20240503,36.0,98.2,36,98.0,98.2,SW,7
USC00360785,40.3803,-76.0275,106.7,PA,BLUE MARSH LAKE,-5,19890301-20240304,68.2,35,19780501-20240503,47.0,92.1,36,94.3,93.9,NE,25
USC00203391,44.6454,-84.6992,350.8,MI,GRAYLING,-5,19890801-20240401,82.4,35,18911001-20240430,134.0,94.9,36,99.1,98.6,UM,26
USC00303033,42.4496,-79.3119,231.6,NY,FREDONIA,-5,19770701-20111109,83.3,34,19140101-20120214,99.0,94.9,35,85.0,71.3,NE,25
USC00334551,40.7247,-84.1294,259.1,OH,LIMA WWTP,-5,19900101-20240408,87.4,34,19010401-20240501,124.0,97.3,35,98.0,97.7,OV,25
USC00470045,42.6375,-89.0642,232.3,WI,AFTON - JANESVILLE WWTP,-6,19900701-20240401,92.0,34,19870801-20240504,38.0,96.5,35,98.3,98.6,UM,25
USC00102875,45.8356,-115.461,1236.9,ID,ELK CITY 1NE,-8,19790702-20151020,82.4,36,19140101-20130507,100.0,65.7,35,93.7,91.9,NW,18
USC00200089,46.6448,-88.4812,399.3,MI,ALBERTA FORD FOR CENTER,-5,19911101-20240406,67.5,33,19571002-20240430,68.0,81.4,34,83.1,87.6,UM,26
USC00420820,40.8547,-111.8902,1383.8,UT,BOUNTIFUL-VAL VERDA,-7,19810601-20140722,81.9,33,19121207-20140630,103.0,33.3,34,98.8,98.4,SW,7
USC00137664,43.4023,-95.7499,467.0,IA,SIBLEY,-6,19910101-20240405,72.3,33,18930501-20240504,132.0,83.9,34,98.6,99.1,UM,25
USC00115768,40.9443,-90.6381,219.5,IL,MONMOUTH,-6,19910804-20240401,88.7,33,18930201-20240430,132.0,97.1,34,94.1,96.0,OV,25
USC00473511,46.0002,-91.5074,365.8,WI,HAYWARD RANGER STA,-6,19910802-20240401,83.4,33,18930301-20240331,132.0,47.4,34,84.0,90.1,UM,26
USC00034185,33.3613,-93.5674,103.6,AR,LEWISVILLE,-6,19910401-20240302,89.9,33,19910501-20240504,34.0,93.4,34,93.0,91.1,S,14
USC00253037,40.0952,-98.945,567.2,NE,FRANKLIN #2,-6,19830601-20230227,92.7,40,19901201-20230607,34.0,97.3,34,81.2,92.1,NRP,21
USC00161287,30.9594,-92.1786,24.4,LA,BUNKIE,-6,19770101-20100415,71.2,33,19561201-20240504,69.0,98.0,34,98.5,98.9,S,14
USC00296812,34.493,-107.8883,2426.5,NM,PIETOWN 19NE,-7,19880901-20200703,86.4,32,19880901-20200531,33.0,83.3,33,82.2,72.4,SW,7
USC00114957,38.7239,-87.7196,137.5,IL,LAWRENCEVILLE 2WSW,-6,19920303-20240304,91.3,32,19621001-20240503,63.0,46.9,33,81.0,75.9,OV,25
USC00205073,45.9512,-86.2513,182.9,MI,MANISTIQUE WWTP,-5,19921001-20240402,88.3,32,18960101-20240504,129.0,71.3,33,99.0,99.1,UM,26
USC00166314,32.4935,-92.0319,21.3,LA,MONROE DELTA CC,-6,19770705-20091027,88.7,32,19770201-20170504,41.0,78.5,33,95.7,96.7,S,14
USC00207812,46.0555,-88.6275,442.0,MI,STAMBAUGH 2SSE,-6,19921001-20240403,89.7,32,19220901-20240504,103.0,98.1,33,98.3,99.1,UM,26
USC00116610,39.6185,-87.6672,197.8,IL,PARIS STP,-6,19930301-20240417,90.0,31,18930401-20240504,132.0,97.2,32,97.6,97.6,OV,25
USC00410779,31.2001,-101.4626,833.3,TX,BIG LAKE 2,-6,19900808-20221108,87.7,32,19630814-20210518,59.0,86.7,32,83.1,86.0,S,7
USC00165620,30.3644,-91.1672,6.4,LA,LSU BEN-HUR FARM,-6,19820501-20130123,76.4,31,19630101-20190421,57.0,98.1,32,98.0,98.7,S,14
USC00057572,37.715,-105.2352,2360.4,CO,SHEEP MOUNTAIN,-7,19880104-20190812,90.4,31,19880101-20181130,31.0,93.6,31,90.7,89.8,SW,7
USC00164030,30.503,-90.3772,10.7,LA,HAMMOND 5 E,-6,19840101-20190207,83.4,35,19810101-20141231,34.0,95.7,31,84.6,79.2,S,14
USC00317845,35.311,-81.571,249.9,NC,SHELBY 2 NW,-5,19940901-20240331,93.2,30,18930208-20240504,132.0,65.3,31,95.7,96.5,SE,14
USC00046174,38.0047,-120.4863,292.6,CA,NEW MELONES DAM HQ,-8,19940101-20240401,88.1,30,19920301-20240504,33.0,96.7,31,97.4,97.1,W,8
USC00173944,46.2061,-67.8418,118.9,ME,HOULTON 5N,-5,19850701-20150501,92.6,30,19850601-20150502,31.0,98.6,31,98.5,98.4,NE,26
USC00290407,36.3949,-105.2852,2590.8,NM,ANGEL FIRE 1S,-7,19940101-20240401,83.5,30,19931109-20240430,32.0,79.3,31,83.2,83.7,SW,26
USC00325078,48.2881,-99.4317,466.3,ND,LEEDS,-6,19770620-20070604,65.1,30,19350901-20070531,73.0,87.6,31,91.7,97.9,NRP,26
USC00170100,44.3738,-68.2591,143.3,ME,ACADIA NATIONAL PARK,-5,19820907-20120704,86.8,30,19820901-20140531,33.0,94.8,31,94.8,94.4,NE,26
USC00478316,42.9676,-88.5495,283.2,WI,SULLIVAN 3 SE - WFO MKX,-6,19940901-20240402,85.6,30,19950101-20240504,30.0,96.8,30,98.2,97.7,UM,25
USC00084095,25.5011,-80.55,2.7,FL,HOMESTEAD GEN AVIATION AP,-5,19950701-20240402,84.0,29,19900601-20240504,35.0,88.2,30,95.3,94.5,SE,3
USC00033544,36.07,-93.7522,543.5,AR,HUNTSVILLE 1 SSW,-6,19830501-20120925,90.1,29,19830501-20120924,30.0,97.2,30,97.0,97.7,S,14
USC00115825,41.3713,-88.4332,159.7,IL,MORRIS 1NW,-6,19951101-20240401,86.5,29,19111201-20240504,114.0,76.1,30,97.6,98.9,OV,25
